ID,Name,Sprite,Shiny Sprite,Hidden Ability
200,Misdreavus,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0200_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0200_000_mf_n_00000000_f_r.png""",
201,Unown,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_000_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_000_uk_n_00000000_f_r.png""",
201_a,Unown-A,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_000_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_000_uk_n_00000000_f_r.png""",
201_b,Unown-B,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_001_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_001_uk_n_00000000_f_r.png""",
201_c,Unown-C,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_002_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_002_uk_n_00000000_f_r.png""",
201_d,Unown-D,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_003_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_003_uk_n_00000000_f_r.png""",
201_e,Unown-E,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_004_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_004_uk_n_00000000_f_r.png""",
201_f,Unown-F,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_005_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_005_uk_n_00000000_f_r.png""",
201_g,Unown-G,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_006_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_006_uk_n_00000000_f_r.png""",
201_h,Unown-H,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_007_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_007_uk_n_00000000_f_r.png""",
201_i,Unown-I,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_008_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_008_uk_n_00000000_f_r.png""",
201_j,Unown-J,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_009_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_009_uk_n_00000000_f_r.png""",
201_k,Unown-K,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_010_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_010_uk_n_00000000_f_r.png""",
201_l,Unown-L,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_011_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_011_uk_n_00000000_f_r.png""",
201_m,Unown-M,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_012_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_012_uk_n_00000000_f_r.png""",
201_n,Unown-N,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_013_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_013_uk_n_00000000_f_r.png""",
201_o,Unown-O,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_014_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_014_uk_n_00000000_f_r.png""",
201_p,Unown-P,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_015_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_015_uk_n_00000000_f_r.png""",
201_q,Unown-Q,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_016_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_016_uk_n_00000000_f_r.png""",
201_r,Unown-R,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_017_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_017_uk_n_00000000_f_r.png""",
201_s,Unown-S,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_018_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_018_uk_n_00000000_f_r.png""",
201_t,Unown-T,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_019_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_019_uk_n_00000000_f_r.png""",
201_u,Unown-U,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_020_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_020_uk_n_00000000_f_r.png""",
201_v,Unown-V,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_021_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_021_uk_n_00000000_f_r.png""",
201_w,Unown-W,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_022_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_022_uk_n_00000000_f_r.png""",
201_x,Unown-X,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_023_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_023_uk_n_00000000_f_r.png""",
201_y,Unown-Y,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_024_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_024_uk_n_00000000_f_r.png""",
201_z,Unown-Z,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_025_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_025_uk_n_00000000_f_r.png""",
201_ausrufezeichen,Unown-Exclamation Mark,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_026_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_026_uk_n_00000000_f_r.png""",
201_fragezeichen,Unown-Question Mark,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_027_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0201_027_uk_n_00000000_f_r.png""",
202,Wobbuffet,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0202_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0202_000_md_n_00000000_f_r.png""",Telepathy
202_m,Wobbuffet ♂,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0202_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0202_000_md_n_00000000_f_r.png""",
202_w,Wobbuffet ♀,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0202_000_fd_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0202_000_fd_n_00000000_f_r.png""",
203,Girafarig,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0203_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0203_000_md_n_00000000_f_r.png""",Sap Sipper
203_m,Girafarig ♂,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0203_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0203_000_md_n_00000000_f_r.png""",
203_w,Girafarig ♀,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0203_000_fd_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0203_000_fd_n_00000000_f_r.png""",
204,Pineco,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0204_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0204_000_mf_n_00000000_f_r.png""",Overcoat
205,Forretress,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0205_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0205_000_mf_n_00000000_f_r.png""",Overcoat
206,Dunsparce,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0206_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0206_000_mf_n_00000000_f_r.png""",Rattled
207,Gligar,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0207_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0207_000_md_n_00000000_f_r.png""",Immunity
207_m,Gligar ♂,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0207_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0207_000_md_n_00000000_f_r.png""",
207_w,Gligar ♀,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0207_000_fd_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0207_000_fd_n_00000000_f_r.png""",
208,Steelix,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0208_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0208_000_md_n_00000000_f_r.png""",Sheer Force
208_m,Steelix ♂,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0208_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0208_000_md_n_00000000_f_r.png""",
208_w,Steelix ♀,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0208_000_fd_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0208_000_fd_n_00000000_f_r.png""",
208_mega,Mega Steelix,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0208_001_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0208_001_mf_n_00000000_f_r.png""",
209,Snubbull,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0209_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0209_000_mf_n_00000000_f_r.png""",Rattled
210,Grandbull,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0210_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0210_000_mf_n_00000000_f_r.png""",Rattled
211,Qwilfish,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0211_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0211_000_mf_n_00000000_f_r.png""",Intimidate
211_hisui,Hisui Qwilfish,"""https://www.pokewiki.de/images/5/53/Pokémonsprite_211a_HOME.png""","""https://www.pokewiki.de/images/3/3e/Pokémonsprite_211a_Schillernd_HOME.png""",Intimidate
212,Scizor,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0212_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0212_000_md_n_00000000_f_r.png""",Light Metal
212_m,Scizor ♂,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0212_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0212_000_md_n_00000000_f_r.png""",
212_w,Scizor ♀,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0212_000_fd_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0212_000_fd_n_00000000_f_r.png""",
212_mega,Mega Scizor,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0212_001_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0212_001_mf_n_00000000_f_r.png""",
213,Shuckle,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0213_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0213_000_mf_n_00000000_f_r.png""",Contrary
214,Heracross,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0214_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0214_000_md_n_00000000_f_r.png""",Moxie
214_m,Heracross ♂,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0214_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0214_000_md_n_00000000_f_r.png""",
214_w,Heracross ♀,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0214_000_fd_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0214_000_fd_n_00000000_f_r.png""",
214_mega,Mega Heracross,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0214_001_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0214_001_mf_n_00000000_f_r.png""",
215,Sneasel,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0215_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0215_000_md_n_00000000_f_r.png""",Pickpocket
215_m,Sneasel ♂,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0215_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0215_000_md_n_00000000_f_r.png""",
215_w,Sneasel ♀,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0215_000_fd_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0215_000_fd_n_00000000_f_r.png""",
215_hisui,Hisui Sneasel,"""https://www.pokewiki.de/images/1/16/Pokémonsprite_215a_HOME.png""","""https://www.pokewiki.de/images/f/f2/Pokémonsprite_215a_Schillernd_HOME.png""",Poison Touch
215_m_hisui,Hisui Sneasel ♂,"""https://www.pokewiki.de/images/1/16/Pokémonsprite_215a_HOME.png""","""https://www.pokewiki.de/images/f/f2/Pokémonsprite_215a_Schillernd_HOME.png""",
215_w_hisui,Hisui Sneasel ♀,"""https://www.pokewiki.de/images/d/d6/Pokémonsprite_215a_Weiblich_HOME.png""","""https://www.pokewiki.de/images/4/43/Pokémonsprite_215a_Weiblich_Schillernd_HOME.png""",
216,Teddiursa,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0216_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0216_000_mf_n_00000000_f_r.png""",Honey Gather
217,Ursaring,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0217_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0217_000_md_n_00000000_f_r.png""",Unnerve
217_m,Ursaring ♂,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0217_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0217_000_md_n_00000000_f_r.png""",
217_w,Ursaring ♀,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0217_000_fd_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0217_000_fd_n_00000000_f_r.png""",
218,Slugma,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0218_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0218_000_mf_n_00000000_f_r.png""",Weak Armor
219,Magcargo,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0219_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0219_000_mf_n_00000000_f_r.png""",Weak Armor
220,Swinub,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0220_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0220_000_mf_n_00000000_f_r.png""",Thick Fat
221,Piloswine,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0221_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0221_000_md_n_00000000_f_r.png""",Thick Fat
221_m,Piloswine ♂,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0221_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0221_000_md_n_00000000_f_r.png""",
221_w,Piloswine ♀,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0221_000_fd_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0221_000_fd_n_00000000_f_r.png""",
222,Corsola,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0222_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0222_000_mf_n_00000000_f_r.png""",Regenerator
222_galar,Galarian Corsola,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0222_001_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0222_001_mf_n_00000000_f_r.png""",Cursed Body
223,Remoraid,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0223_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0223_000_mf_n_00000000_f_r.png""",Moody
224,Octillery,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0224_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0224_000_md_n_00000000_f_r.png""",Moody
224_m,Octillery ♂,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0224_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0224_000_md_n_00000000_f_r.png""",
224_w,Octillery ♀,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0224_000_fd_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0224_000_fd_n_00000000_f_r.png""",
225,Delibird,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0225_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0225_000_mf_n_00000000_f_r.png""",Insomnia
226,Mantine,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0226_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0226_000_mf_n_00000000_f_r.png""",Water Veil
227,Skarmory,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0227_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0227_000_mf_n_00000000_f_r.png""",Weak Armor
228,Houndour,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0228_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0228_000_mf_n_00000000_f_r.png""",Unnerve
229,Houndoom,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0229_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0229_000_md_n_00000000_f_r.png""",Unnerve
229_m,Houndoom ♂,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0229_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0229_000_md_n_00000000_f_r.png""",
229_w,Houndoom ♀,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0229_000_fd_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0229_000_fd_n_00000000_f_r.png""",
229_mega,Mega Houndoom,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0229_001_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0229_001_mf_n_00000000_f_r.png""",
230,Kingdra,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0230_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0230_000_mf_n_00000000_f_r.png""",Damp
231,Phanpy,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0231_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0231_000_mf_n_00000000_f_r.png""",Sand Veil
232,Donphan,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0232_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0232_000_md_n_00000000_f_r.png""",Sand Veil
232_m,Donphan ♂,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0232_000_md_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0232_000_md_n_00000000_f_r.png""",
232_w,Donphan ♀,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0232_000_fd_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0232_000_fd_n_00000000_f_r.png""",
233,Porygon2,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0233_000_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0233_000_uk_n_00000000_f_r.png""",Analytic
234,Stantler,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0234_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0234_000_mf_n_00000000_f_r.png""",Sap Sipper
235,Smeargle,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0235_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0235_000_mf_n_00000000_f_r.png""",Moody
236,Tyrogue,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0236_000_mo_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0236_000_mo_n_00000000_f_r.png""",Vital Spirit
237,Hitmontop,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0237_000_mo_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0237_000_mo_n_00000000_f_r.png""",Steadfast
238,Smoochum,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0238_000_fo_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0238_000_fo_n_00000000_f_r.png""",Hydration
239,Elekid,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0239_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0239_000_mf_n_00000000_f_r.png""",Vital Spirit
240,Magby,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0240_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0240_000_mf_n_00000000_f_r.png""",Vital Spirit
241,Miltank,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0241_000_fo_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0241_000_fo_n_00000000_f_r.png""",Sap Sipper
242,Blissey,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0242_000_fo_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0242_000_fo_n_00000000_f_r.png""",Healer
243,Raikou,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0243_000_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0243_000_uk_n_00000000_f_r.png""",Inner Focus
244,Entei,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0244_000_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0244_000_uk_n_00000000_f_r.png""",Inner Focus
245,Suicune,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0245_000_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0245_000_uk_n_00000000_f_r.png""",Inner Focus
246,Larvitar,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0246_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0246_000_mf_n_00000000_f_r.png""",Sand Veil
247,Pupitar,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0247_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0247_000_mf_n_00000000_f_r.png""",
248,Tyranitar,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0248_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0248_000_mf_n_00000000_f_r.png""",Unnerve
248_mega,Mega Tyranitar,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0248_001_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0248_001_mf_n_00000000_f_r.png""",
249,Lugia,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0249_000_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0249_000_uk_n_00000000_f_r.png""",Multiscale
250,Ho-Oh,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0250_000_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0250_000_uk_n_00000000_f_r.png""",Regenerator
251,Celebi,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0251_000_uk_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0251_000_uk_n_00000000_f_r.png""",
252,Treecko,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0252_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0252_000_mf_n_00000000_f_r.png""",
253,Grovyle,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0253_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0253_000_mf_n_00000000_f_r.png""",
254,Sceptile,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0254_000_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0254_000_mf_n_00000000_f_r.png""",
254_mega,Mega Sceptile,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0254_001_mf_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0254_001_mf_n_00000000_f_r.png""",
255,Torchic,"""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0255_000_fd_n_00000000_f_n.png""","""https://projectpokemon.org/images/sprites-models/homeimg/poke_capture_0255_000_fd_n_00000000_f_r.png""",
